Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1976,410,D. Carleton,Gajdusek,medicine,2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",male,09/09/1923,USA,Yonkers NY,12/12/2008,Norway,Tromsø,US,NO,National Institutes of Health,Bethesda MD,USA
1976,535,Betty,Williams,peace,2,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",female,22/05/1943,Northern Ireland,Belfast,17/03/2020,Northern Ireland,Belfast,GB,GB,,,
1976,652,Saul,Bellow,literature,1,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",male,10/06/1915,Canada,Montreal,05/04/2005,USA,Brookline MA,CA,US,,,
1977,107,Philip W.,Anderson,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",male,13/12/1923,USA,Indianapolis IN,29/03/2020,USA,Princeton NJ,US,US,Bell Telephone Laboratories,Murray Hill NJ,USA
1977,690,James E.,Meade,economics,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",male,23/06/1907,United Kingdom,Swanage,22/12/1995,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1977,689,Bertil,Ohlin,economics,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",male,1899-04-23,Sweden,Klippan,03/08/1979,Sweden,Vålådalen,SE,SE,Stockholm School of Economics,Stockholm,Sweden
1977,108,Sir Nevill F.,Mott,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",male,30/09/1905,United Kingdom,Leeds,08/08/1996,United Kingdom,Milton Keynes,GB,GB,University of Cambridge,Cambridge,United Kingdom
1977,109,John H.,Van Vleck,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",male,1899-03-13,USA,Middletown CT,27/10/1980,USA,Cambridge MA,US,US,Harvard University,Cambridge MA,USA
1977,412,Andrew V.,Schally,medicine,4,"""for their discoveries concerning the peptide hormone production of the brain""",male,30/11/1926,Poland (now Lithuania),Wilno (now Vilnius),0000-00-00,,,LT,,Veterans Administration Hospital,New Orleans LA,USA
1977,413,Rosalyn,Yalow,medicine,2,"""for the development of radioimmunoassays of peptide hormones""",female,19/07/1921,USA,New York NY,30/05/2011,USA,New York NY,US,US,Veterans Administration Hospital,Bronx NY,USA
1977,250,Ilya,Prigogine,chemistry,1,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",male,25/01/1917,Russia,Moscow,28/05/2003,Belgium,Brussels,RU,BE,Université Libre de Bruxelles,Brussels,Belgium
1977,411,Roger,Guillemin,medicine,4,"""for their discoveries concerning the peptide hormone production of the brain""",male,11/01/1924,France,Dijon,0000-00-00,,,FR,,The Salk Institute,San Diego CA,USA
1977,537,Amnesty International,,peace,1,"""for worldwide respect for human rights""",org,1961-00-00,,,0000-00-00,,,,,,,
1977,653,Vicente,Aleixandre,literature,1,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",male,1898-04-26,Spain,Sevilla,14/12/1984,Spain,Madrid,ES,ES,,,
1978,538,Anwar,al-Sadat,peace,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",male,25/12/1918,Egypt,Mit Abu al-Kawm,06/10/1981,Egypt,Cairo,EG,EG,,,
1978,539,Menachem,Begin,peace,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",male,16/08/1913,Russian Empire (now Belarus),Brest Litovsk,09/03/1992,Israel,Tel Aviv,BY,IL,,,
1978,111,Arno,Penzias,physics,4,"""for their discovery of cosmic microwave background radiation""",male,26/04/1933,Germany,Munich,0000-00-00,,,DE,,Bell Laboratories,Holmdel NJ,USA
1978,416,Hamilton O.,Smith,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",male,23/08/1931,USA,New York NY,0000-00-00,,,US,,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,415,Daniel,Nathans,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",male,30/10/1928,USA,Wilmington DE,16/11/1999,USA,Baltimore MD,US,US,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,414,Werner,Arber,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",male,03/06/1929,Switzerland,Gränichen,0000-00-00,,,CH,,Biozentrum der Universität,Basel,Switzerland
1978,112,Robert Woodrow,Wilson,physics,4,"""for their discovery of cosmic microwave background radiation""",male,10/01/1936,USA,Houston TX,0000-00-00,,,US,,Bell Laboratories,Holmdel NJ,USA
1978,654,Isaac Bashevis,Singer,literature,1,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",male,14/07/1904,Russian Empire (now Poland),Leoncin,24/07/1991,USA,Surfside FL,PL,US,,,
1978,691,Herbert,Simon,economics,1,"""for his pioneering research into the decision-making process within economic organizations""",male,15/06/1916,USA,Milwaukee WI,09/02/2001,USA,Pittsburgh PA,US,US,Carnegie Mellon University,Pittsburgh PA,USA
1978,110,Pyotr,Kapitsa,physics,2,"""for his basic inventions and discoveries in the area of low-temperature physics""",male,1894-07-09,Russian Empire (now Russia),Kronshtadt,08/04/1984,USSR (now Russia),Moscow,RU,RU,Academy of Sciences,Moscow,USSR (now Russia)
1978,251,Peter,Mitchell,chemistry,1,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",male,29/09/1920,United Kingdom,Mitcham,10/04/1992,United Kingdom,Bodmin,GB,GB,Glynn Research Laboratories,Bodmin,United Kingdom
1979,253,Georg,Wittig,chemistry,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",male,1897-06-16,Germany,Berlin,26/08/1987,West Germany (now Germany),Heidelberg,DE,DE,University of Heidelberg,Heidelberg,Germany
1979,692,Theodore W.,Schultz,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",male,30/04/1902,USA,Arlington SD,26/02/1998,USA,Evanston IL,US,US,University of Chicago,Chicago IL,USA
1979,693,Sir Arthur,Lewis,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",male,23/01/1915,British West Indies (now Saint Lucia),Castries,15/06/1991,Barbados,Bridgetown,LC,BB,Princeton University,Princeton NJ,USA
1979,540,Anjezë Gonxhe,Bojaxhiu,peace,1,"""for her work for bringing help to suffering humanity""",female,26/08/1910,Ottoman Empire (now North Macedonia),Uskup (now Skopje),05/09/1997,India,Calcutta,MK,IN,,,
1979,252,Herbert C.,Brown,chemistry,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",male,22/05/1912,United Kingdom,London,19/12/2004,USA,Lafayette IN,GB,US,Purdue University,West Lafayette IN,USA
1979,113,Sheldon,Glashow,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",male,05/12/1932,USA,New York NY,0000-00-00,,,US,,Harvard University Lyman Laboratory,Cambridge MA,USA
1979,115,Steven,Weinberg,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",male,03/05/1933,USA,New York NY,23/07/2021,USA,Austin TX,US,US,Harvard University,Cambridge MA,USA
1979,418,Godfrey N.,Hounsfield,medicine,2,"""for the development of computer assisted tomography""",male,28/08/1919,United Kingdom,Newark,12/08/2004,United Kingdom,Kingston upon Thames,GB,GB,Central Research Laboratories EMI,London,United Kingdom
1979,417,Allan M.,Cormack,medicine,2,"""for the development of computer assisted tomography""",male,23/02/1924,South Africa,Johannesburg,07/05/1998,USA,Winchester MA,ZA,US,Tufts University,Medford MA,USA
1979,655,Odysseus,Elytis,literature,1,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",male,02/11/1911,Crete (now Greece),Iráklion,18/03/1996,Greece,Athens,GR,GR,,,
1979,114,Abdus,Salam,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",male,29/01/1926,India (now Pakistan),Jhang Maghiāna,21/11/1996,United Kingdom,Oxford,PK,GB,International Centre for Theoretical Physics,Trieste,Italy
1980,222,Frederick,Sanger,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",male,13/08/1918,United Kingdom,Rendcombe,19/11/2013,United Kingdom,Cambridge,GB,GB,"University of Cambridge, MRC Laboratory of Molecular Biology",Cambridge,United Kingdom
1980,420,Jean,Dausset,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",male,19/10/1916,France,Toulouse,06/06/2009,Spain,Palma Majorca,FR,ES,Université de Paris Laboratoire Immuno-Hématologie,Paris,France
1980,419,Baruj,Benacerraf,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",male,29/10/1920,Venezuela,Caracas,02/08/2011,USA,Boston MA,VE,US,Harvard Medical School,Boston MA,USA
1980,694,Lawrence R.,Klein,economics,1,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",male,14/09/1920,USA,Omaha NE,20/10/2013,USA,Gladwyne PA,US,US,University of Pennsylvania,Philadelphia PA,USA
1980,254,Paul,Berg,chemistry,2,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",male,30/06/1926,USA,New York NY,15/02/2023,USA,Stanford CA,US,US,Stanford University,Stanford CA,USA
1980,541,Adolfo,Pérez Esquivel,peace,1,"""for being a source of inspiration to repressed people especially in Latin America""",male,26/11/1931,Argentina,Buenos Aires,0000-00-00,,,AR,,,,
1980,255,Walter,Gilbert,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",male,21/03/1932,USA,Boston MA,0000-00-00,,,US,,Harvard University Biological Laboratories,Cambridge MA,USA
1980,117,Val,Fitch,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",male,10/03/1923,USA,Merriman NE,05/02/2015,USA,Princeton NJ,US,US,Princeton University,Princeton NJ,USA
1980,116,James,Cronin,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",male,29/09/1931,USA,Chicago IL,25/08/2016,USA,St. Paul MN,US,US,University of Chicago,Chicago IL,USA
1980,657,Czeslaw,Milosz,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",male,30/06/1911,Russian Empire (now Lithuania),Śeteniai,14/08/2004,Poland,Kraków,LT,PL,,,
1980,421,George D.,Snell,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",male,19/12/1903,USA,Bradford MA,06/06/1996,USA,Bar Harbor ME,US,US,Jackson Laboratory,Bar Harbor ME,USA
1981,695,James,Tobin,economics,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",male,05/03/1918,USA,Champaign IL,11/03/2002,USA,New Haven CT,US,US,Yale University,New Haven CT,USA
1981,658,Elias,Canetti,literature,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",male,25/07/1905,Bulgaria,Ruse,14/08/1994,Switzerland,Zurich,BG,CH,,,
1981,423,David H.,Hubel,medicine,4,"""for their discoveries concerning information processing in the visual system""",male,27/02/1926,Canada,Windsor ON,22/09/2013,USA,Lincoln MA,CA,US,Harvard Medical School,Boston MA,USA
1981,118,Nicolaas,Bloembergen,physics,4,"""for their contribution to the development of laser spectroscopy""",male,11/03/1920,the Netherlands,Dordrecht,05/09/2017,USA,Tucson AZ,NL,US,Harvard University,Cambridge MA,USA
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",org,14/12/1950,,,0000-00-00,,,,,,,
1981,422,Roger W.,Sperry,medicine,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",male,20/08/1913,USA,Hartford CT,17/04/1994,USA,Pasadena CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1981,257,Kenichi,Fukui,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",male,04/10/1918,Japan,Nara,09/01/1998,Japan,Kyoto,JP,JP,Kyoto University,Kyoto,Japan
1981,258,Roald,Hoffmann,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",male,18/07/1937,Poland (now Ukraine),Zloczov,0000-00-00,,,UA,,Cornell University,Ithaca NY,USA
1981,424,Torsten N.,Wiesel,medicine,4,"""for their discoveries concerning information processing in the visual system""",male,03/06/1924,Sweden,Uppsala,0000-00-00,,,SE,,Harvard Medical School,Boston MA,USA
1981,119,Arthur L.,Schawlow,physics,4,"""for their contribution to the development of laser spectroscopy""",male,05/05/1921,USA,Mount Vernon NY,28/04/1999,USA,Palo Alto CA,US,US,Stanford University,Stanford CA,USA
1981,120,Kai M.,Siegbahn,physics,2,"""for his contribution to the development of high-resolution electron spectroscopy""",male,20/04/1918,Sweden,Lund,20/07/2007,Sweden,Ängelholm,SE,SE,Uppsala University,Uppsala,Sweden
1982,696,George J.,Stigler,economics,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",male,17/01/1911,USA,Renton WA,01/12/1991,USA,Chicago IL,US,US,University of Chicago,Chicago IL,USA
1982,543,Alva,Myrdal,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",female,31/01/1902,Sweden,Uppsala,01/02/1986,Sweden,Stockholm,SE,SE,,,
1982,659,Gabriel,García Márquez,literature,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",male,06/03/1927,Colombia,Aracataca,17/04/2014,Mexico,Mexico City,CO,MX,,,
1982,427,John R.,Vane,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",male,29/03/1927,United Kingdom,Tardebigg,19/11/2004,United Kingdom,Farnborough,GB,GB,The Wellcome Research Laboratories,Beckenham,United Kingdom
1982,259,Aaron,Klug,chemistry,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",male,11/08/1926,Lithuania,Zelvas,20/11/2018,,,LT,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1982,425,Sune K.,Bergström,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",male,10/01/1916,Sweden,Stockholm,15/08/2004,Sweden,Stockholm,SE,SE,Karolinska Institutet,Stockholm,Sweden
1982,121,Kenneth G.,Wilson,physics,1,"""for his theory for critical phenomena in connection with phase transitions""",male,08/06/1936,USA,Waltham MA,15/06/2013,USA,Saco ME,US,US,Cornell University,Ithaca NY,USA
1982,544,Alfonso,García Robles,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",male,20/03/1911,Mexico,Zamora,02/09/1991,Mexico,Mexico City,MX,MX,,,
1982,426,Bengt I.,Samuelsson,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",male,21/05/1934,Sweden,Halmstad,0000-00-00,,,SE,,Karolinska Institutet,Stockholm,Sweden
1983,545,Lech,Walesa,peace,1,"""for non-violent struggle for free trade unions and human rights in Poland""",male,29/09/1943,Poland,Popowo,0000-00-00,,,PL,,,,
1983,260,Henry,Taube,chemistry,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",male,30/11/1915,Canada,Neudorf,16/11/2005,USA,Stanford CA,CA,US,Stanford University,Stanford CA,USA
1983,428,Barbara,McClintock,medicine,1,"""for her discovery of mobile genetic elements""",female,16/06/1902,USA,Hartford CT,02/09/1992,USA,Huntington NY,US,US,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA
1983,697,Gerard,Debreu,economics,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",male,04/07/1921,France,Calais,31/12/2004,France,Paris,FR,FR,University of California,Berkeley CA,USA
1983,660,William,Golding,literature,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",male,19/09/1911,United Kingdom,St. Columb Minor,19/06/1993,United Kingdom,Perranarworthal,GB,GB,,,
1983,123,William A.,Fowler,physics,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",male,09/08/1911,USA,Pittsburgh PA,14/03/1995,USA,Pasadena CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1983,122,Subramanyan,Chandrasekhar,physics,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",male,19/10/1910,India (now Pakistan),Lahore,21/08/1995,USA,Chicago IL,PK,US,University of Chicago,Chicago IL,USA
1984,429,Niels K.,Jerne,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",male,23/12/1911,United Kingdom,London,07/10/1994,France,Castillon-du-Gard,GB,FR,Basel Institute for Immunology,Basel,Switzerland
1984,430,Georges J.F.,Köhler,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",male,17/04/1946,Germany,Munich,01/03/1995,Germany,Freiburg im Breisgau,DE,DE,Basel Institute for Immunology,Basel,Switzerland
1984,431,César,Milstein,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",male,08/10/1927,Argentina,Bahia Blanca,24/03/2002,United Kingdom,Cambridge,AR,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1984,661,Jaroslav,Seifert,literature,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",male,23/09/1901,Austria-Hungary (now Czech Republic),Prague,10/01/1986,Czechoslovakia (now Czech Republic),Prague,CZ,CZ,,,
1984,546,Desmond,Tutu,peace,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",male,07/10/1931,South Africa,Klerksdorp,26/12/2021,South Africa,Cape Town,ZA,ZA,,,
1984,261,Bruce,Merrifield,chemistry,1,"""for his development of methodology for chemical synthesis on a solid matrix""",male,15/07/1921,USA,Fort Worth TX,14/05/2006,USA,Cresskill NJ,US,US,Rockefeller University,New York NY,USA
1984,125,Simon,van der Meer,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",male,24/11/1925,the Netherlands,the Hague,04/03/2011,Switzerland,Geneva,NL,CH,CERN,Geneva,Switzerland
1984,124,Carlo,Rubbia,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",male,31/03/1934,Italy,Gorizia,0000-00-00,,,IT,,CERN,Geneva,Switzerland
1984,698,Richard,Stone,economics,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",male,30/08/1913,United Kingdom,London,06/12/1991,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1985,547,International Physicians for the Prevention of Nuclear War,,peace,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",org,1980-00-00,,,0000-00-00,,,,,,,
1985,126,Klaus,von Klitzing,physics,1,"""for the discovery of the quantized Hall effect""",male,28/06/1943,German-occupied Poland (now Poland),Schroda,0000-00-00,,,PL,,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany
1985,433,Joseph L.,Goldstein,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",male,18/04/1940,USA,Sumter SC,0000-00-00,,,US,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,432,Michael S.,Brown,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",male,13/04/1941,USA,New York NY,0000-00-00,,,US,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,262,Herbert A.,Hauptman,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",male,14/02/1917,USA,New York NY,23/10/2011,USA,Buffalo NY,US,US,The Medical Foundation of Buffalo,Buffalo NY,USA
1985,263,Jerome,Karle,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",male,18/06/1918,USA,New York NY,06/06/2013,USA,Annandale VA,US,US,US Naval Research Laboratory,Washington D.C.,USA
1985,662,Claude,Simon,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",male,10/10/1913,Madagascar,Tananarive (now Antananarivo),06/07/2005,France,Paris,MG,FR,,,
1985,699,Franco,Modigliani,economics,1,"""for his pioneering analyses of saving and of financial markets""",male,18/06/1918,Italy,Rome,25/09/2003,USA,Cambridge MA,IT,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1986,264,Dudley R.,Herschbach,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",male,18/06/1932,USA,San José CA,0000-00-00,,,US,,Harvard University,Cambridge MA,USA
1986,266,John C.,Polanyi,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",male,23/01/1929,Germany,Berlin,0000-00-00,,,DE,,University of Toronto,Toronto,Canada
1986,128,Gerd,Binnig,physics,4,"""for their design of the scanning tunneling microscope""",male,20/07/1947,West Germany (now Germany),Frankfurt-on-the-Main,0000-00-00,,,DE,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1986,129,Heinrich,Rohrer,physics,4,"""for their design of the scanning tunneling microscope""",male,06/06/1933,Switzerland,Buchs,16/05/2013,Switzerland,Wollerau,CH,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1986,127,Ernst,Ruska,physics,2,"""for his fundamental work in electron optics and for the design of the first electron microscope""",male,25/12/1906,Germany,Heidelberg,27/05/1988,Germany,West Berlin,DE,DE,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
1986,265,Yuan T.,Lee,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",male,19/11/1936,Taiwan,Hsinchu,0000-00-00,,,TW,,University of California,Berkeley CA,USA
1986,435,Rita,Levi-Montalcini,medicine,2,"""for their discoveries of growth factors""",female,22/04/1909,Italy,Turin,30/12/2012,Italy,Rome,IT,IT,Institute of Cell Biology of the C.N.R.,Rome,Italy
1986,434,Stanley,Cohen,medicine,2,"""for their discoveries of growth factors""",male,17/11/1922,USA,Brooklyn NY,05/02/2020,USA,Nashville TN,US,US,Vanderbilt University School of Medicine,Nashville TN,USA
1986,548,Elie,Wiesel,peace,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",male,30/09/1928,Romania,Sighet,02/07/2016,USA,New York NY,RO,US,,,
1986,663,Wole,Soyinka,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",male,13/07/1934,Nigeria,Abeokuta,0000-00-00,,,NG,,,,
1986,700,James M.,Buchanan Jr.,economics,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",male,03/10/1919,USA,Murfreesboro TN,09/01/2013,USA,Blacksburg VA,US,US,Center for Study of Public Choice,Fairfax VA,USA
1987,269,Charles J.,Pedersen,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",male,03/10/1904,Korea (now South Korea),Pusan,26/10/1989,USA,Salem NJ,KR,US,Du Pont,Wilmington DE,USA
1987,664,Joseph,Brodsky,literature,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",male,24/05/1940,USSR (now Russia),Leningrad (now St. Petersburg),28/01/1996,USA,New York NY,RU,US,,,
1987,131,K. Alex,Müller,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",male,20/04/1927,Switzerland,Basel,09/01/2023,Switzerland,Zurich,CH,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,268,Jean-Marie,Lehn,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",male,30/09/1939,France,Rosheim,0000-00-00,,,FR,,Université Louis Pasteur,Strasbourg,France
1987,130,J. Georg,Bednorz,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",male,16/05/1950,West Germany (now Germany),Neuenkirchen,0000-00-00,,,DE,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,436,Susumu,Tonegawa,medicine,1,"""for his discovery of the genetic principle for generation of antibody diversity""",male,05/09/1939,Japan,Nagoya,0000-00-00,,,JP,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,701,Robert M.,Solow,economics,1,"""for his contributions to the theory of economic growth""",male,23/08/1924,USA,Brooklyn NY,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,549,Oscar,Arias Sánchez,peace,1,"""for his work for lasting peace in Central America""",male,13/09/1940,Costa Rica,Heredia,0000-00-00,,,CR,,,,
1987,267,Donald J.,Cram,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",male,22/04/1919,USA,Chester VT,17/06/2001,USA,Palm Desert CA,US,US,University of California,Los Angeles CA,USA
1988,550,United Nations Peacekeeping Forces,,peace,1,"""for preventing armed clashes and creating conditions for negotiations""",org,1948-00-00,,,0000-00-00,,,,,,,
1988,134,Jack,Steinberger,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",male,25/05/1921,Germany,Bad Kissingen,12/12/2020,Switzerland,Geneva,DE,CH,CERN,Geneva,Switzerland
1988,133,Melvin,Schwartz,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",male,02/11/1932,USA,New York NY,28/08/2006,USA,Twin Falls ID,US,US,Digital Pathways Inc.,Mountain View CA,USA
1988,132,Leon M.,Lederman,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",male,15/07/1922,USA,New York NY,03/10/2018,USA,Rexburg ID,US,US,Fermi National Accelerator Laboratory,Batavia IL,USA
1988,439,George H.,Hitchings,medicine,3,"""for their discoveries of important principles for drug treatment""",male,18/04/1905,USA,Hoquiam WA,27/02/1998,USA,Chapel Hill NC,US,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,272,Hartmut,Michel,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",male,18/07/1948,West Germany (now Germany),Ludwigsburg,0000-00-00,,,DE,,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany
1988,271,Robert,Huber,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",male,20/02/1937,Germany,Munich,0000-00-00,,,DE,,Max-Planck-Institut für Biochemie,Martinsried,Germany
1988,270,Johann,Deisenhofer,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",male,30/09/1943,Germany,Zusamaltheim,0000-00-00,,,DE,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1988,665,Naguib,Mahfouz,literature,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",male,11/12/1911,Egypt,Cairo,30/08/2006,Egypt,Cairo,EG,EG,,,
1988,437,Sir James W.,Black,medicine,3,"""for their discoveries of important principles for drug treatment""",male,14/06/1924,Scotland,Uddingston,21/03/2010,,,GB,,London University King's College Hospital Medical School,London,United Kingdom
1988,438,Gertrude B.,Elion,medicine,3,"""for their discoveries of important principles for drug treatment""",female,23/01/1918,USA,New York NY,21/02/1999,USA,Chapel Hill NC,US,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,702,Maurice,Allais,economics,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",male,31/05/1911,France,Paris,09/10/2010,France,Paris,FR,FR,École Nationale Supérieur des Mines de Paris,Paris,France
1989,274,Thomas R.,Cech,chemistry,2,"""for their discovery of catalytic properties of RNA""",male,08/12/1947,USA,Chicago IL,0000-00-00,,,US,,University of Colorado,Boulder CO,USA
